pH,EC,W_Temp,A_Temp,Humid,CO2,Light_onoff,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Binary,Decimal_Label
8.121786343,0.892922852,1.250241714,23.13893196,6.219931517,1091.449286,1,0,0,1,0,1,1,0,0,101100,44
13.01237162,1.722268723,11.51749291,7.245712984,89.46352896,362.2072935,0,0,0,0,1,0,1,0,0,10100,20
2.438499199,1.2516591,32.1206203,28.65461181,11.66097147,555.5301898,1,1,1,0,0,1,0,1,0,11001010,202
2.694757595,0.498355816,16.9721792,8.969969002,71.43948481,708.8537068,1,0,0,0,0,0,0,1,1,11,3
5.804494858,0.231377756,9.37998722,23.05112713,96.59503138,893.8679659,1,0,0,0,1,0,1,0,1,10101,21
3.573168315,0.268039456,3.462493858,9.15438445,5.749474893,390.0560784,0,0,0,0,0,1,0,1,1,1011,11
9.093786445,0.618245697,22.2407312,24.73278356,12.52314852,341.8238495,0,1,1,0,0,1,1,0,0,11001100,204
12.44471357,0.824815715,1.188541462,5.839431854,31.69548366,944.1472407,0,0,0,0,0,1,1,0,0,1100,12
12.55746823,1.962266446,29.96536742,13.15481618,66.46052523,1165.91846,1,1,0,1,0,0,1,0,0,10100100,164
11.63157564,1.70418652,32.19995689,18.44800744,49.83484674,78.68947612,1,1,0,0,0,1,1,0,0,10001100,140
11.23995774,1.525753669,5.674632383,6.251555759,5.795820717,1430.232784,1,0,0,1,0,1,1,0,0,101100,44
0.865998705,1.699865221,11.92888007,5.518729298,64.08100917,1201.428854,0,0,0,1,0,0,0,1,0,100010,34
4.632387495,1.996393723,18.65250216,1.917011287,59.33475131,39.9050913,0,0,0,0,0,1,0,1,0,1010,10
1.533583305,1.038065285,8.953413743,8.267470633,67.01806218,687.2591928,0,0,0,0,0,0,0,1,0,10,2
11.4257501,0.13181886,0.51878263,18.82470048,60.94580991,126.2247854,0,0,0,0,0,0,1,0,1,101,5
9.782863444,1.977154369,31.00700321,34.50847924,61.93155427,1259.254272,0,1,1,1,0,0,1,0,0,11100100,228
5.42135588,1.839377114,3.588409858,28.52193519,81.30184174,195.0332567,0,0,1,0,1,0,0,1,0,1010010,82
6.192239847,0.520435366,29.77659226,4.286090238,13.02179587,1382.239071,1,1,0,1,0,1,1,0,1,10101101,173
1.215185658,1.109340926,32.80293755,26.5296752,17.22737958,670.2004696,1,1,1,0,0,1,0,1,0,11001010,202
4.73341187,1.883166504,12.93501442,21.93891576,50.13089871,730.1476857,1,0,0,0,0,1,0,1,0,1010,10
10.27454262,0.665490275,29.24015671,33.36708645,64.52556691,617.2011759,0,1,1,0,0,0,1,0,0,11000100,196
7.308194409,0.447299653,12.27476968,0.478328433,17.62695998,202.8673308,0,0,0,0,0,1,1,0,1,1101,13
6.017218808,0.438800425,29.4743575,26.56640582,11.14648608,389.3544807,0,1,1,0,0,1,1,0,1,11001101,205
1.172609487,1.817254681,3.095240598,9.668072421,18.4115403,562.5594708,0,0,0,0,0,1,0,1,0,1010,10
3.742503627,1.728207607,10.28124376,3.815502741,24.75664571,588.8784575,1,0,0,0,0,1,0,1,0,1010,10
3.431072791,1.716356839,21.54954553,0.604912375,25.07260617,648.2287234,0,0,0,0,0,1,0,1,0,1010,10
4.478810188,1.006178992,22.16494406,17.5459456,21.6198905,904.656468,0,1,0,0,0,1,0,1,0,10001010,138
9.13866536,0.693160871,26.3227109,25.49242606,29.49762802,203.7749435,0,1,1,0,0,1,1,0,0,11001100,204
4.991531881,0.294174467,29.54294819,23.55406532,99.76971783,497.0297125,1,1,0,0,1,0,0,1,1,10010011,147
5.877492799,0.284272458,28.26167705,18.29342549,16.21068013,995.1046341,0,1,0,0,0,1,1,0,1,10001101,141
1.683225659,1.557246338,16.0618478,3.296753223,48.56469098,1475.417528,1,0,0,1,0,1,0,1,0,101010,42
2.63655319,0.214748951,23.5695888,8.802680368,84.68850177,1286.096817,1,1,0,1,1,0,0,1,1,10110011,179
1.814414061,0.903564958,16.02910538,25.75498739,63.80895201,1253.18809,0,0,1,1,0,0,0,1,0,1100010,98
2.750092417,1.231315222,1.664039391,28.05500467,96.13142606,509.0752211,1,0,1,0,1,0,0,1,0,1010010,82
13.46327826,1.989951258,32.39677819,2.996450205,85.83590893,441.4924706,0,1,0,0,1,0,1,0,0,10010100,148
11.24160533,0.913818124,14.16315896,4.891643547,0.048941354,445.1529488,1,0,0,0,0,1,1,0,0,1100,12
8.106860611,1.392294369,10.84790087,5.450997033,33.70564033,962.0321787,0,0,0,0,0,1,1,0,0,1100,12
10.09575036,0.920078122,25.54595843,9.174968809,81.92924365,1271.223883,1,1,0,1,1,0,1,0,0,10110100,180
7.956277578,1.300484277,24.16894236,12.99897515,40.9984275,1441.250376,1,1,0,1,0,1,1,0,0,10101100,172
10.81845175,1.186935184,25.87032479,1.010860775,1.837079859,204.6919439,0,1,0,0,0,1,1,0,0,10001100,140
7.020950505,0.61589245,6.708910209,22.5526225,61.50752357,349.5955249,0,0,0,0,0,0,1,0,0,100,4
10.35284947,1.51578921,12.2583522,7.763531676,63.96071829,270.7143738,1,0,0,0,0,0,1,0,0,100,4
3.354900148,0.995873374,0.017443969,9.100305376,63.54343046,713.4553968,1,0,0,0,0,0,0,1,0,10,2
12.93645602,0.489072533,22.90689642,29.75558332,7.700979801,1031.025432,0,1,1,1,0,1,1,0,1,11101101,237
13.21937171,0.147462004,22.063434,29.54149454,9.182847911,683.1602862,0,1,1,0,0,1,1,0,1,11001101,205
6.254743785,1.378310313,26.24767072,3.129891526,77.43813434,280.1076553,1,1,0,0,0,0,1,0,0,10000100,132
6.813367009,1.151396402,29.27649324,15.76769106,2.233055238,1374.761823,1,1,0,1,0,1,1,0,0,10101100,172
3.095687899,1.49325584,3.781127763,20.08978561,60.06828054,1328.266197,0,0,0,1,0,0,0,1,0,100010,34
5.562070483,1.983609891,29.50902712,20.98581117,16.77390036,1286.395222,0,1,0,1,0,1,0,1,0,10101010,170
2.572585886,1.696095777,13.26505631,20.32236577,81.71398278,168.8893709,0,0,0,0,1,0,0,1,0,10010,18
13.48966253,1.744907312,13.97282643,0.802867731,86.02548618,169.0117459,1,0,0,0,1,0,1,0,0,10100,20
4.990569662,1.360178291,16.31402631,14.63527788,54.00009442,637.3540069,0,0,0,0,0,1,0,1,0,1010,10
11.82606082,0.113345313,0.37747133,3.429218254,59.06237491,40.59574507,1,0,0,0,0,1,1,0,1,1101,13
13.72838819,1.198515108,14.01496312,25.15622819,36.57349305,812.6189379,0,0,1,0,0,1,1,0,0,1001100,76
6.712446984,0.231073777,19.99889312,12.74883853,79.40952414,975.2226115,1,0,0,0,0,0,1,0,1,101,5
2.171671469,1.475025476,34.04686103,3.325457633,64.67314891,1213.558147,1,1,0,1,0,0,0,1,0,10100010,162
6.143101923,1.45142374,5.469907632,26.73622233,62.49703246,500.1616363,0,0,1,0,0,0,1,0,0,1000100,68
11.952001,1.238055773,0.856144448,26.26584208,12.72287272,510.4154486,0,0,1,0,0,1,1,0,0,1001100,76
4.542091485,1.160746035,10.50102492,16.74121735,15.31682153,508.2218227,0,0,0,0,0,1,0,1,0,1010,10
9.913746208,1.370572068,4.566830774,29.21082171,44.55260826,1058.112568,0,0,1,1,0,1,1,0,0,1101100,108
9.556642541,0.756359067,20.25945047,27.54639653,87.90926939,1441.315302,0,0,1,1,1,0,1,0,0,1110100,116
7.234234176,0.085771731,21.3832318,1.041410106,13.22045132,1035.580055,0,0,0,1,0,1,1,0,1,101101,45
12.28999398,0.860901576,23.39562506,17.50586874,17.24075605,682.5085078,0,1,0,0,0,1,1,0,0,10001100,140
7.668856582,1.182202939,10.83148981,28.41736708,99.5093458,732.2837822,1,0,1,0,1,0,1,0,0,1010100,84
5.701002324,0.518228728,32.08702138,13.4866744,48.63029116,1117.712314,1,1,0,1,0,1,0,1,1,10101011,171
6.57093225,1.736351098,6.996962502,3.950676983,66.15189526,1130.1784,1,0,0,1,0,0,1,0,0,100100,36
3.300139129,1.95450877,24.40601094,24.3909187,45.76401374,1271.345271,1,1,1,1,0,1,0,1,0,11101010,234
9.390730333,1.944837282,14.47499764,24.37508947,63.03107285,218.2516781,0,0,1,0,0,0,1,0,0,1000100,68
5.146245995,1.220288594,27.38992007,19.01421894,86.32278889,1451.59973,1,1,0,1,1,0,0,1,0,10110010,178
12.24213996,1.513445698,31.70951542,12.67251057,60.28691164,569.4290993,0,1,0,0,0,0,1,0,0,10000100,132
13.90108371,1.013263446,15.2390148,18.05002566,43.71454716,45.72555538,0,0,0,0,0,1,1,0,0,1100,12
12.91304638,1.023992275,22.54350179,32.00866671,46.2342737,592.4740979,1,1,1,0,0,1,1,0,0,11001100,204
1.923468544,1.275723233,2.893422909,9.268993725,6.077466689,510.8104115,1,0,0,0,0,1,0,1,0,1010,10
7.248436493,1.742146266,1.444175878,1.410498677,38.34405501,913.2115935,1,0,0,0,0,1,1,0,0,1100,12
2.539035089,1.451973451,4.0148533,3.684537256,33.50890437,227.1449418,0,0,0,0,0,1,0,1,0,1010,10
2.220302921,0.499289201,5.942797129,20.44604217,52.77242129,1271.195733,0,0,0,1,0,1,0,1,1,101011,43
4.049078677,1.321158433,30.71452085,33.85583114,59.19071349,727.52492,1,1,1,0,0,1,0,1,0,11001010,202
4.62549694,1.7566909,0.243782295,3.562547411,69.56196277,745.8203112,1,0,0,0,0,0,0,1,0,10,2
7.049526224,1.980680991,20.14121612,27.83901848,63.06248982,71.40709313,1,0,1,0,0,0,1,0,0,1000100,68
6.235633503,0.891294973,6.446571694,21.45428602,59.59533962,1292.168946,1,0,0,1,0,1,1,0,0,101100,44
9.11196415,0.426571775,0.106923982,22.56199635,51.453232,103.493258,0,0,0,0,0,1,1,0,1,1101,13
10.42043791,0.740678339,17.08491941,24.23340734,7.332587712,917.6542583,0,0,1,0,0,1,1,0,0,1001100,76
1.519134151,0.646444537,10.44281198,18.42972131,65.32014089,930.2221748,0,0,0,0,0,0,0,1,0,10,2
9.024895129,0.980764743,3.100053012,24.08374862,97.37695456,1248.046803,1,0,1,1,1,0,1,0,0,1110100,116
2.601385597,1.157450276,6.089454091,21.50647504,94.19673364,289.4295722,1,0,0,0,1,0,0,1,0,10010,18
10.95048075,1.892542787,29.07847068,19.62302208,85.35129519,364.176461,1,1,0,0,1,0,1,0,0,10010100,148
8.66392126,1.469246941,4.732082829,5.940254482,24.6153705,980.7320643,0,0,0,0,0,1,1,0,0,1100,12
9.365742722,1.856711874,10.38489053,15.20560004,14.36750149,324.4571232,0,0,0,0,0,1,1,0,0,1100,12
8.299127789,1.975966205,31.6363764,12.49363242,65.21093913,1023.739319,0,1,0,1,0,0,1,0,0,10100100,164
8.421977411,0.405369659,11.59982825,18.02621029,37.36595675,257.2328103,1,0,0,0,0,1,1,0,1,1101,13
2.807260298,1.782288246,2.939786279,14.27817023,31.14681906,804.366417,1,0,0,0,0,1,0,1,0,1010,10
6.637173525,1.317882766,5.61591438,6.723122788,16.1950118,1276.952027,1,0,0,1,0,1,1,0,0,101100,44
10.54826337,0.532931565,27.02210769,7.064122288,1.697269263,528.1749108,1,1,0,0,0,1,1,0,1,10001101,141
2.968164435,1.871645622,27.75851566,25.15910984,98.80460011,720.0403072,0,1,1,0,1,0,0,1,0,11010010,210
9.003998158,0.64823546,3.811066463,15.53202871,49.71853548,1306.867251,0,0,0,1,0,1,1,0,0,101100,44
9.561555924,0.823087747,23.51940909,8.405026129,51.06512102,584.5082498,1,1,0,0,0,1,1,0,0,10001100,140
8.312437879,1.642693029,23.83702424,5.70769024,83.44579536,456.0655125,1,1,0,0,1,0,1,0,0,10010100,148
12.07676597,1.912621367,12.99978036,22.98732533,11.43417,143.6639166,0,0,0,0,0,1,1,0,0,1100,12
7.78853209,0.269729124,21.36248858,22.08222939,35.8668163,1459.10772,1,0,0,1,0,1,1,0,1,101101,45
11.35588255,0.647317831,4.542760489,28.12464669,40.279815,151.3491916,1,0,1,0,0,1,1,0,0,1001100,76
11.29391147,1.720618673,1.404173823,0.170781352,3.029992647,839.9074207,0,0,0,0,0,1,1,0,0,1100,12
2.447412856,1.197635273,9.591633281,8.64209913,36.94170377,548.3132335,1,0,0,0,0,1,0,1,0,1010,10
12.57671067,0.859440947,19.1314392,2.871515887,34.25374654,128.1378058,0,0,0,0,0,1,1,0,0,1100,12
6.638280411,0.243725179,27.87836491,5.910756161,99.76422127,398.623231,1,1,0,0,1,0,1,0,1,10010101,149
0.439759136,0.269638009,28.75886962,3.028910371,99.96163786,1178.655589,0,1,0,1,1,0,0,1,1,10110011,179
11.03081695,1.012042364,34.7216459,14.16268534,44.92953694,1018.511586,0,1,0,1,0,1,1,0,0,10101100,172
7.768378982,0.62077945,7.220138978,14.72014692,2.812886371,447.1749635,0,0,0,0,0,1,1,0,0,1100,12
11.43660576,1.67500587,6.605652624,13.80959165,66.78097685,95.20913952,1,0,0,0,0,0,1,0,0,100,4
5.506396148,1.217994233,5.235714728,15.48262136,87.72898431,235.9008312,1,0,0,0,1,0,0,1,0,10010,18
7.612941181,1.407011132,0.181173125,15.55417411,74.19499244,1123.170104,1,0,0,1,0,0,1,0,0,100100,36
9.850221709,1.917786283,6.692478306,26.57990417,9.612435533,1004.788235,1,0,1,1,0,1,1,0,0,1101100,108
6.687649516,0.166755056,19.83764403,0.435439824,66.31447002,297.3771866,1,0,0,0,0,0,1,0,1,101,5
12.28022822,0.84815518,0.394056774,12.35880605,60.31350914,1063.418432,1,0,0,1,0,0,1,0,0,100100,36
6.816085674,0.047826997,21.54754713,12.26523122,69.14779289,701.0016471,1,0,0,0,0,0,1,0,1,101,5
6.474843888,1.842085864,33.66988729,17.01499985,44.34885178,1285.80254,1,1,0,1,0,1,1,0,0,10101100,172
12.7684885,0.149835311,18.24629015,34.87914585,0.663892144,76.63410657,0,0,1,0,0,1,1,0,1,1001101,77
8.490925758,1.155146378,13.92506459,7.351594575,9.725824772,925.2551758,1,0,0,0,0,1,1,0,0,1100,12
1.47072075,1.753215962,20.33339587,8.105477666,82.19002478,1084.159593,1,0,0,1,1,0,0,1,0,110010,50
9.521249481,0.361965381,34.55162332,3.318246188,11.60476047,402.1808721,1,1,0,0,0,1,1,0,1,10001101,141
6.67963982,0.77911825,18.52710017,11.33299873,40.2814036,379.9048012,1,0,0,0,0,1,1,0,0,1100,12
11.76650163,0.647968425,29.40918124,14.26126052,60.62460895,1373.614632,1,1,0,1,0,0,1,0,0,10100100,164
5.01102752,1.112671219,29.98728298,3.01695051,45.85753458,842.8188042,0,1,0,0,0,1,0,1,0,10001010,138
8.893798432,1.47696517,8.605450391,10.68596714,24.25019537,267.1788806,0,0,0,0,0,1,1,0,0,1100,12
13.41499432,1.097952209,24.51316638,34.93389501,90.53805797,536.4008739,0,1,1,0,1,0,1,0,0,11010100,212
4.224145935,0.984733041,0.943089117,25.7748755,82.74970234,347.532308,1,0,1,0,1,0,0,1,0,1010010,82
3.312072418,0.079673728,8.980453276,9.510468046,23.3481769,1435.476087,0,0,0,1,0,1,0,1,1,101011,43
0.022624564,1.818173405,33.09065263,6.904380381,31.97381573,152.0785309,1,1,0,0,0,1,0,1,0,10001010,138
12.74759523,0.889474194,14.02560876,33.10552097,76.31620904,662.0818748,0,0,1,0,0,0,1,0,0,1000100,68
5.348263088,1.808539628,3.374020858,9.657217639,54.78841772,690.8942305,0,0,0,0,0,1,0,1,0,1010,10
0.718729238,0.124324704,17.65157914,24.54501616,64.74553944,1115.523138,1,0,1,1,0,0,0,1,1,1100011,99
4.673576709,0.708746907,31.9980121,7.120826518,12.28430108,1473.174074,0,1,0,1,0,1,0,1,0,10101010,170
11.51693096,1.531480648,12.70781016,24.8164681,0.938867694,667.5019049,1,0,1,0,0,1,1,0,0,1001100,76
2.051574828,0.624194702,20.6803328,2.864069134,17.49620744,739.8584912,1,0,0,0,0,1,0,1,0,1010,10
12.11602296,0.570843165,17.95164746,27.3680505,66.85225945,771.7408974,0,0,1,0,0,0,1,0,1,1000101,69
12.11244076,0.626522676,1.46488932,6.760111859,10.77191384,1147.07147,1,0,0,1,0,1,1,0,0,101100,44
11.22900418,1.799137852,8.780196127,3.179940406,18.98725561,1073.260606,0,0,0,1,0,1,1,0,0,101100,44
0.632813155,1.575417363,15.92305422,29.03347656,82.5316206,317.7674466,0,0,1,0,1,0,0,1,0,1010010,82
2.847409764,0.443288441,5.695242707,0.86773477,2.341109155,16.6646208,0,0,0,0,0,1,0,1,1,1011,11
11.98546696,0.792635496,10.92523689,1.840944427,89.9783732,1026.633888,0,0,0,1,1,0,1,0,0,110100,52
13.29754147,0.209531723,34.7738509,32.83936509,23.50936351,60.02021491,0,1,1,0,0,1,1,0,1,11001101,205
11.30280159,0.298660591,31.98459105,23.30911061,45.64374522,939.8664544,0,1,0,0,0,1,1,0,1,10001101,141
11.35101746,0.262258067,21.02427666,28.67701251,75.76379655,437.796448,0,0,1,0,0,0,1,0,1,1000101,69
0.37617503,1.329338067,22.40939815,1.284275453,98.15548826,371.794929,0,1,0,0,1,0,0,1,0,10010010,146
5.733034678,1.942142818,32.17982939,18.10341321,85.27053573,218.8084953,1,1,0,0,1,0,0,1,0,10010010,146
4.084322472,0.823973436,3.635606888,12.35644921,59.80943271,1294.995505,0,0,0,1,0,1,0,1,0,101010,42
12.18072525,1.830816258,21.9800797,31.4578508,44.19518277,342.9181053,0,0,1,0,0,1,1,0,0,1001100,76
13.62300852,0.526878568,21.69856053,21.59042544,86.16183233,164.0658302,0,0,0,0,1,0,1,0,1,10101,21
13.3012042,0.079671478,7.077546072,21.97550398,85.6756687,1213.809928,1,0,0,1,1,0,1,0,1,110101,53
12.25540963,1.862484074,32.28315287,31.89025237,71.95743528,573.2658639,0,1,1,0,0,0,1,0,0,11000100,196
3.149936263,1.241333758,21.92774545,26.45973402,86.80025253,695.128558,1,0,1,0,1,0,0,1,0,1010010,82
13.16144255,1.337485446,9.114794779,3.824184039,14.15601173,1383.909879,1,0,0,1,0,1,1,0,0,101100,44
7.181256259,0.709788142,21.82685823,31.7097811,40.81510676,697.6255257,0,0,1,0,0,1,1,0,0,1001100,76
7.362797999,1.401907907,32.24504241,33.32147882,5.493861697,88.39563407,0,1,1,0,0,1,1,0,0,11001100,204
9.923881812,0.635057818,12.89889922,30.18835344,43.23339353,433.0299887,1,0,1,0,0,1,1,0,0,1001100,76
10.51540176,0.795065081,12.70287162,2.656923425,61.56055745,721.1818385,1,0,0,0,0,0,1,0,0,100,4
2.294106004,0.655794104,30.34611831,7.193638209,30.75165691,1140.209821,0,1,0,1,0,1,0,1,0,10101010,170
3.28541248,0.183417526,11.87352725,23.6208663,4.434915582,940.9433323,0,0,0,0,0,1,0,1,1,1011,11
13.25339078,1.371907978,24.76440506,10.6618263,14.64627986,766.7316533,0,1,0,0,0,1,1,0,0,10001100,140
7.067640646,0.874614832,4.389471581,4.853867106,13.72155674,389.5832547,1,0,0,0,0,1,1,0,0,1100,12
3.095484378,0.333032627,34.67555298,24.23617975,46.13507906,144.6940428,1,1,1,0,0,1,0,1,1,11001011,203
13.10149672,0.665087479,27.53170154,23.30115659,35.1835875,780.69673,1,1,0,0,0,1,1,0,0,10001100,140
11.38994861,0.169274215,4.403820483,22.39817587,60.15608876,617.7657684,0,0,0,0,0,0,1,0,1,101,5
10.73063222,1.907045649,29.97905333,21.40660177,14.6492088,1449.635885,1,1,0,1,0,1,1,0,0,10101100,172
1.329659046,0.909269587,10.68333692,18.33363498,98.01252933,137.6185172,1,0,0,0,1,0,0,1,0,10010,18
12.75401018,1.172071718,3.525765521,30.72687016,9.849477721,582.7852518,1,0,1,0,0,1,1,0,0,1001100,76
8.74046276,1.769024541,19.34880212,34.3027942,76.61810295,537.4585413,0,0,1,0,0,0,1,0,0,1000100,68
6.568781408,0.266618676,31.61712878,25.38066767,4.157170841,1318.956432,0,1,1,1,0,1,1,0,1,11101101,237
11.99180276,0.04738655,23.41140567,4.807844861,23.54006606,1040.406634,1,1,0,1,0,1,1,0,1,10101101,173
1.060662384,1.453033702,18.78518742,13.16930985,14.82908461,184.091073,0,0,0,0,0,1,0,1,0,1010,10
8.079957736,1.271135445,31.39819956,15.70282153,59.47404357,249.6897786,1,1,0,0,0,1,1,0,0,10001100,140
5.764723999,1.927558609,11.94150266,25.54813345,63.94462194,154.6386256,1,0,1,0,0,0,0,1,0,1000010,66
0.284791541,1.376676532,34.83763695,15.98425338,10.63194794,476.4267401,1,1,0,0,0,1,0,1,0,10001010,138
11.85560961,1.450313606,1.786065358,16.73408057,57.01168608,154.1849662,0,0,0,0,0,1,1,0,0,1100,12
13.86260847,0.416320684,5.448241318,25.29835544,83.30020758,590.904501,1,0,1,0,1,0,1,0,1,1010101,85
10.37646846,0.427189576,19.508629,8.576146618,35.70904309,1364.303554,0,0,0,1,0,1,1,0,1,101101,45
9.029708772,0.438146193,24.53867971,8.354987412,59.5744126,635.5423107,0,1,0,0,0,1,1,0,1,10001101,141
2.289564834,0.633156509,12.0746315,19.28701283,76.55676509,768.4399717,0,0,0,0,0,0,0,1,0,10,2
5.467648912,0.699648467,27.87969971,28.88032811,38.02475071,147.5070264,0,1,1,0,0,1,0,1,0,11001010,202
6.917075373,1.114159377,9.283239745,25.0062282,39.09742679,1328.481058,1,0,1,1,0,1,1,0,0,1101100,108
1.460103476,1.645125194,31.12283068,27.5758266,52.20480533,1138.747348,0,1,1,1,0,1,0,1,0,11101010,234
9.069841654,1.525266097,29.93595284,18.67246145,47.70464886,438.4559529,0,1,0,0,0,1,1,0,0,10001100,140
4.717451872,1.452018783,1.132987167,24.72748098,58.00576314,1442.235018,1,0,1,1,0,1,0,1,0,1101010,106
11.95052137,0.92106345,16.86808752,27.39941311,81.79093806,1084.733793,1,0,1,1,1,0,1,0,0,1110100,116
7.390862493,0.315170862,14.5812532,32.56249338,4.433629846,1212.429595,1,0,1,1,0,1,1,0,1,1101101,109
3.094175688,1.32428958,34.81114286,23.07744483,49.83960969,102.1482594,1,1,0,0,0,1,0,1,0,10001010,138
1.896440428,1.929198206,13.69427382,26.28365066,21.57034159,1209.028687,1,0,1,1,0,1,0,1,0,1101010,106
13.47138764,1.028425465,34.69088276,1.846065751,44.48213838,575.0174985,1,1,0,0,0,1,1,0,0,10001100,140
2.866191131,1.587455,11.54156168,30.43007353,8.968621134,238.2617535,0,0,1,0,0,1,0,1,0,1001010,74
12.21972896,1.031037659,8.799631634,4.587929673,90.36830761,1024.958652,1,0,0,1,1,0,1,0,0,110100,52
6.919523101,1.937922364,25.71967959,32.54870928,35.64925565,535.467348,1,1,1,0,0,1,1,0,0,11001100,204
4.054215906,1.907600482,32.35262909,12.16825829,68.12342542,286.1437684,1,1,0,0,0,0,0,1,0,10000010,130
10.60208138,1.628745136,25.19975547,5.364674166,83.38266778,1229.757218,1,1,0,1,1,0,1,0,0,10110100,180
10.0633994,0.290674336,7.677447884,12.79625153,95.80793253,1042.977087,0,0,0,1,1,0,1,0,1,110101,53
0.717552047,0.685538094,32.00226634,21.38102742,20.19164351,1267.898838,0,1,0,1,0,1,0,1,0,10101010,170
3.728205636,0.766705137,5.232126642,34.17931357,33.39122371,240.483995,1,0,1,0,0,1,0,1,0,1001010,74
6.772904039,1.39059411,16.34189437,2.761592504,18.09730279,1080.164516,0,0,0,1,0,1,1,0,0,101100,44
10.63248049,1.025542393,1.538109475,28.18187308,92.7847193,252.324168,1,0,1,0,1,0,1,0,0,1010100,84
0.706408504,1.582698131,5.890931026,21.09510249,60.8556325,64.08804609,0,0,0,0,0,0,0,1,0,10,2
7.116501022,0.043849551,34.83377707,28.83104052,96.65517179,582.8446197,1,1,1,0,1,0,1,0,1,11010101,213
8.899345033,0.298421451,29.09674198,19.71767474,70.31164484,502.4253794,1,1,0,0,0,0,1,0,1,10000101,133
7.98203077,1.573919762,5.142249671,16.52709678,58.19356292,953.7827569,1,0,0,0,0,1,1,0,0,1100,12
7.970262752,0.138067997,4.759956318,6.912120676,95.54880005,46.36697493,1,0,0,0,1,0,1,0,1,10101,21
10.70391169,1.600363082,32.27889884,0.508090342,88.29939761,367.2657959,1,1,0,0,1,0,1,0,0,10010100,148
11.9976769,1.399033353,26.62505757,17.0992135,43.87278254,945.888465,0,1,0,0,0,1,1,0,0,10001100,140
3.808947266,0.484119586,31.64544951,12.06583304,56.93400818,882.8300514,1,1,0,0,0,1,0,1,1,10001011,139
0.538238963,0.73663434,10.46364343,29.86045245,87.10708546,104.9672643,1,0,1,0,1,0,0,1,0,1010010,82
2.686558979,1.215689128,30.00726312,0.649643553,74.20543144,1493.016241,1,1,0,1,0,0,0,1,0,10100010,162
7.61940712,0.487704079,14.80867077,0.758578828,66.45440755,771.9321276,1,0,0,0,0,0,1,0,1,101,5
3.352744957,0.619425598,15.54114265,4.097743659,73.08577092,1194.938235,1,0,0,1,0,0,0,1,0,100010,34
1.694911358,0.925266461,9.415630011,4.579494546,41.89022144,623.1824492,1,0,0,0,0,1,0,1,0,1010,10
6.038570321,1.658296317,9.89498956,30.63419733,19.18638384,544.1850647,0,0,1,0,0,1,1,0,0,1001100,76
11.57567046,1.057730465,19.2835086,3.025993771,10.36816557,354.2090019,1,0,0,0,0,1,1,0,0,1100,12
1.60624984,0.93988578,22.44514452,26.98764323,25.08118288,512.9461466,1,1,1,0,0,1,0,1,0,11001010,202
2.706329364,0.309369602,2.844976874,32.082561,77.97610908,160.6827528,1,0,1,0,0,0,0,1,1,1000011,67
5.71078358,0.222377162,14.3981804,13.4464173,23.8268121,882.2203897,1,0,0,0,0,1,0,1,1,1011,11
6.71899158,1.258102341,29.96890112,4.288506048,10.49942885,520.0883599,1,1,0,0,0,1,1,0,0,10001100,140
5.506317984,1.265193217,13.22740881,8.346157171,51.26105682,444.4970117,0,0,0,0,0,1,0,1,0,1010,10
5.828208572,0.421919374,34.48448599,29.30660262,16.0491688,94.32286106,0,1,1,0,0,1,1,0,1,11001101,205
2.302262304,0.003317955,4.901057704,31.18648327,95.26213204,546.4108051,0,0,1,0,1,0,0,1,1,1010011,83
11.51547389,1.922903607,21.80243659,30.50073736,98.04759424,1183.418124,1,0,1,1,1,0,1,0,0,1110100,116
10.46651689,0.628133066,31.23129394,5.855401801,17.60862938,1386.959457,1,1,0,1,0,1,1,0,0,10101100,172
9.42925718,1.743711287,13.6541251,17.56444857,86.08311426,650.5205886,1,0,0,0,1,0,1,0,0,10100,20
6.447789062,1.195434031,30.017144,32.48360818,27.7307386,177.719192,0,1,1,0,0,1,1,0,0,11001100,204
10.40537233,0.973325034,1.876556135,23.40008073,23.92818306,984.0712648,0,0,0,0,0,1,1,0,0,1100,12
11.35594072,0.387400361,9.881928721,16.92563939,22.90509451,142.2875771,0,0,0,0,0,1,1,0,1,1101,13
1.767379352,1.110046429,9.840083751,22.07964084,7.347296446,844.6308618,1,0,0,0,0,1,0,1,0,1010,10
9.465245411,1.048910807,20.31404125,25.65950831,10.51659366,1065.716143,0,0,1,1,0,1,1,0,0,1101100,108
11.75573534,0.468491002,29.84012856,12.26102831,82.57910908,530.6537486,1,1,0,0,1,0,1,0,1,10010101,149
2.357903001,0.954824408,6.995886353,22.1060015,79.32934767,324.4558407,1,0,0,0,0,0,0,1,0,10,2
9.029207927,0.272029767,21.1566737,8.293794745,49.57484941,1368.794799,0,0,0,1,0,1,1,0,1,101101,45
